Piezo_1_V,Piezo_2_V,Piezo_3_V,Piezo_4_V,Piezo_5_V,Timestamp_s
0.3421,0.1613,0.2102,0.1173,0.1466,6.586452
0.1173,0.1662,0.2004,0.1515,0.0978,6.588016
0.1466,0.1417,0.1124,0.0635,0.088,6.589496
0.132,0.0978,0.0978,0.0782,0.0635,6.59404
0.2981,0.2639,0.2199,0.1613,0.0684,6.619
0.0733,0.0978,0.0929,0.1075,0.1026,6.64396
0.132,0.1662,0.1075,0.0978,0.1026,6.66892
0.1808,0.1466,0.132,0.0978,0.1173,6.69388
0.0684,0.0587,0.0831,0.0929,0.0684,6.71884
0.0782,0.1173,0.0684,0.0782,0.088,6.7438
0.1417,0.1026,0.0733,0.0733,0.0782,6.76876
0.0635,0.0635,0.0684,0.0635,0.0929,6.79372
0.0978,0.0587,0.0489,0.0733,0.0831,6.81868
0.1075,0.0978,0.0782,0.1369,0.0635,6.84364
0.088,0.0684,0.0929,0.0489,0.0978,6.8686
0.0978,0.0978,0.1515,0.0635,0.1369,6.89356
0.0733,0.0831,0.0782,0.1173,0.0782,6.91852
0.0782,0.0587,0.0587,0.0782,0.088,6.94348
0.0538,0.0733,0.0587,0.0782,0.0733,6.96844
0.088,0.0587,0.0635,0.0635,0.0684,6.9934
0.0635,0.0929,0.0733,0.0538,0.0684,7.01836
0.1075,0.1026,0.0733,0.0782,0.1124,7.04332
0.0635,0.0587,0.0978,0.0831,0.0684,7.06828
0.088,0.1515,0.0587,0.088,0.1417,7.09324
0.0733,0.0635,0.0684,0.1564,0.0587,7.1182
0.1026,0.1124,0.1173,0.1173,0.1124,7.14316
0.1124,0.1222,0.0929,0.1515,0.0929,7.16812
0.2688,0.0831,0.1955,0.1515,0.176,7.19308
0.0635,0.0782,0.0782,0.1026,0.0587,7.21804
0.0929,0.0782,0.0978,0.1369,0.1075,7.243
0.0929,0.088,0.1026,0.088,0.1711,7.26796
0.1515,0.2981,0.0929,0.1466,0.1222,7.29292
0.1075,0.1271,0.1955,0.1222,0.0831,7.31788
0.0684,0.1222,0.2053,0.0587,0.0782,7.34284
0.0782,0.0929,0.0978,0.0587,0.0978,7.3678
0.0831,0.0684,0.0978,0.0978,0.0538,7.39276
0.0587,0.0684,0.0782,0.0684,0.0733,7.41772
0.0733,0.0538,0.1026,0.0684,0.0635,7.44268
0.0684,0.0587,0.0587,0.0635,0.0733,7.46764
0.0684,0.0538,0.0929,0.0635,0.0587,7.4926
0.0684,0.088,0.0635,0.0684,0.0929,7.51756
0.132,0.0929,0.088,0.1271,0.0929,7.54252
0.0978,0.1222,0.0831,0.1564,0.2199,7.56748
0.088,0.0733,0.0587,0.0635,0.088,7.59244
0.0733,0.0831,0.1173,0.0978,0.088,7.6174
0.0782,0.1222,0.132,0.1173,0.1173,7.64236
0.088,0.1613,0.1026,0.1075,0.1124,7.66732
0.0978,0.1515,0.1369,0.0684,0.1075,7.69228
0.088,0.1222,0.1369,0.1222,0.1124,7.71724
0.0538,0.0782,0.1271,0.088,0.1711,7.7422
0.088,0.0733,0.0635,0.1075,0.0733,7.76716
0.1124,0.0733,0.0782,0.0782,0.1564,7.79212
0.0733,0.1564,0.088,0.1124,0.0978,7.81708
0.0978,0.132,0.1075,0.0929,0.088,7.84204
0.1173,0.0684,0.0538,0.0684,0.0831,7.867
0.0929,0.0782,0.088,0.0929,0.1515,7.89196
0.0831,0.0782,0.0831,0.0831,0.0929,7.91692
0.0635,0.0831,0.1271,0.088,0.0929,7.94188
0.1075,0.1173,0.0782,0.1222,0.0782,7.96684
0.1222,0.1075,0.0782,0.0782,0.0684,7.9918
0.0635,0.0733,0.0635,0.0782,0.0538,8.01676
0.1173,0.0782,0.0587,0.0782,0.0978,8.04172
0.0684,0.0538,0.1026,0.1026,0.0684,8.06668
