Piezo_1_V,Piezo_2_V,Piezo_3_V,Piezo_4_V,Piezo_5_V,Timestamp_s
0.3079,0.0587,0.0538,0.0684,0.0733,6.586452
0.0782,0.0929,0.044,0.044,0.0635,6.588024
0.0391,0.0587,0.0733,0.0733,0.0684,6.589392
0.0782,0.088,0.0587,0.0635,0.0391,6.590932
0.044,0.0489,0.0978,0.0489,0.0635,6.614852
0.0635,0.088,0.044,0.0635,0.044,6.638772
0.0391,0.0342,0.0635,0.0391,0.0538,6.661652
0.044,0.044,0.0538,0.0635,0.0293,6.683492
0.0391,0.0684,0.1222,0.0391,0.0831,6.705332
0.0635,0.088,0.0929,0.0684,0.0587,6.728212
0.0391,0.0391,0.1222,0.1515,0.0733,6.753172
0.0635,0.0782,0.0196,0.1906,0.0978,6.776052
0.0587,0.0587,0.1906,0.2297,0.1613,6.799972
0.0782,0.1515,0.0782,0.0391,0.347,6.824932
0.0733,0.2297,0.1124,0.3079,0.1906,6.848852
0.1857,0.1515,0.0587,0.132,0.0635,6.873812
0.176,0.0978,0.1369,0.0782,0.0831,6.898772
0.0978,0.0684,0.0538,0.044,0.1026,6.923732
0.0684,0.0587,0.0831,0.1075,0.0684,6.947652
0.0538,0.1124,0.1222,0.0587,0.044,6.972612
0.0733,0.0391,0.0489,0.0587,0.0733,6.996532
0.0733,0.0587,0.0587,0.0587,0.0782,7.020452
0.0391,0.0684,0.0293,0.0635,0.0293,7.045412
0.0342,0.0391,0.132,0.1173,0.0196,7.067252
0.0635,0.0391,0.0391,0.0293,0.1271,7.089092
0.0538,0.0489,0.1808,0.1711,0.2297,7.110932
0.0587,0.0489,0.0391,0.1124,0.0489,7.135892
0.1613,0.0293,0.0684,0.1515,0.1564,7.15982
0.0635,0.0635,0.0782,0.0489,0.1369,7.183732
0.2102,0.1711,0.1515,0.1711,0.2102,7.208692
0.1026,0.132,0.1564,0.132,0.1662,7.233652
0.2346,0.0782,0.1026,0.2688,0.1515,7.258612
0.0538,0.0733,0.0831,0.1222,0.0684,7.283572
0.0635,0.0635,0.0831,0.0489,0.0831,7.308532
0.0538,0.0733,0.0538,0.0929,0.0587,7.333492
0.0391,0.0489,0.0782,0.0489,0.0489,7.358452
0.0684,0.0391,0.0538,0.0489,0.0733,7.382372
0.0342,0.044,0.0635,0.0489,0.0342,7.406292
0.0342,0.0391,0.0391,0.0635,0.0391,7.428132
