Piezo_1_V,Piezo_2_V,Piezo_3_V,Piezo_4_V,Piezo_5_V,Timestamp_s
0.3812,0.1955,0.4594,0.347,0.1906,6.586452
0.1564,0.2346,0.2297,0.1515,0.088,6.588024
0.2102,0.2493,0.1515,0.0978,0.176,6.589504
0.2297,0.0489,0.0929,0.0391,0.0978,6.594052
0.088,0.1271,0.176,0.1075,0.0391,6.617972
0.0391,0.0587,0.0391,0.0733,0.0684,6.641892
0.1124,0.0196,0.0635,0.2395,0.0293,6.664772
0.0929,0.1075,0.1173,0.1271,0.0538,6.687652
0.0538,0.0635,0.0489,0.0587,0.1026,6.712612
0.088,0.0391,0.0489,0.0635,0.0391,6.737572
0.0342,0.0489,0.0538,0.132,0.1124,6.76046
0.0733,0.0391,0.044,0.0489,0.0733,6.784372
0.0391,0.0831,0.0733,0.0489,0.0391,6.807252
0.0831,0.0782,0.1417,0.0587,0.1271,6.830132
0.0587,0.2542,0.2297,0.259,0.0635,6.855092
0.2444,0.2542,0.2053,0.2151,0.1369,6.880052
0.2297,0.1906,0.0196,0.4643,0.2981,6.905012
0.1906,0.0782,0.2297,0.1369,0.088,6.928932
0.0244,0.1906,0.2493,0.2102,0.2395,6.953892
0.132,0.0733,0.0538,0.0489,0.0831,6.977812
0.0684,0.0538,0.0635,0.0538,0.0733,7.002772
0.0391,0.0489,0.0293,0.0342,0.0489,7.027732
0.0587,0.044,0.0733,0.0684,0.0587,7.049572
0.0684,0.0635,0.0489,0.0391,0.0635,7.073492
0.0293,0.0489,0.0538,0.0391,0.0929,7.097412
0.0391,0.0391,0.0587,0.0782,0.0342,7.120292
0.0782,0.0587,0.0831,0.0293,0.0684,7.142132
0.0391,0.044,0.0391,0.0391,0.0587,7.166052
0.0538,0.0733,0.0978,0.1711,0.1173,7.186852
0.1515,0.0782,0.1711,0.1466,0.1564,7.211812
0.176,0.0978,0.1173,0.1564,0.0489,7.236772
0.0978,0.1515,0.2297,0.1515,0.2688,7.261732
0.0587,0.1173,0.1369,0.0782,0.176,7.286692
0.1955,0.1271,0.1613,0.2053,0.1222,7.311652
0.1808,0.1417,0.1711,0.0831,0.088,7.336612
0.1222,0.0635,0.0635,0.0489,0.0293,7.361572
0.0782,0.0489,0.044,0.0489,0.0538,7.385492
0.0489,0.0391,0.0733,0.0391,0.0293,7.409412
0.0635,0.0733,0.0538,0.088,0.0489,7.431252
0.0733,0.044,0.0733,0.0733,0.0684,7.456212
0.0831,0.1026,0.0391,0.0831,0.0391,7.480132
0.0635,0.0587,0.0635,0.0635,0.0391,7.503012
0.0782,0.0831,0.0587,0.0196,0.0684,7.526932
0.0489,0.1026,0.1564,0.1026,0.2102,7.550852
0.044,0.0782,0.2297,0.1075,0.0635,7.575812
0.1711,0.2297,0.1026,0.0929,0.0587,7.599732
0.1564,0.132,0.1564,0.132,0.088,7.624692
0.2395,0.1564,0.1564,0.0587,0.1173,7.649652
0.1662,0.0978,0.1857,0.2199,0.3666,7.674612
0.1955,0.1222,0.176,0.1711,0.0391,7.699572
0.0684,0.1711,0.0782,0.1222,0.0635,7.723492
0.1075,0.1026,0.1711,0.1222,0.0587,7.748452
0.044,0.0733,0.0538,0.0391,0.0587,7.773412
0.0587,0.0391,0.088,0.0489,0.0929,7.796292
0.0538,0.0538,0.0293,0.044,0.1075,7.820212
0.0733,0.0587,0.0782,0.0489,0.0587,7.843092
0.0831,0.0831,0.0489,0.0391,0.1124,7.868052
0.1075,0.1564,0.088,0.044,0.1271,7.89198
0.0782,0.0782,0.0978,0.2004,0.1417,7.915892
0.1711,0.044,0.132,0.0733,0.0782,7.940852
0.0929,0.1026,0.0831,0.044,0.0782,7.964772
0.1271,0.1662,0.0929,0.1369,0.2297,7.988692
0.2493,0.1515,0.0733,0.0489,0.1124,8.013652
0.1466,0.044,0.0489,0.1026,0.0684,8.038612
0.0782,0.1124,0.0733,0.0391,0.0489,8.062532
0.0587,0.044,0.0929,0.2102,0.0391,8.086452
0.2053,0.1026,0.0489,0.0489,0.0489,8.109332
0.088,0.0684,0.1173,0.1026,0.0489,8.134292
0.0978,0.0831,0.1564,0.0635,0.1173,8.159252
0.1906,0.1515,0.1271,0.0538,0.0733,8.184212
0.0587,0.0635,0.1124,0.0293,0.0929,8.209172
0.1026,0.1124,0.1173,0.0929,0.088,8.233092
0.0782,0.0587,0.0587,0.0684,0.1026,8.258052
0.1271,0.0391,0.0733,0.2835,0.1271,8.283012
0.0587,0.0782,0.1515,0.0489,0.1417,8.306932
0.0782,0.1124,0.132,0.0635,0.1222,8.331892
0.1955,0.1955,0.0782,0.0831,0.2199,8.356852
0.1711,0.1906,0.0587,0.0489,0.1515,8.381812
0.0635,0.1075,0.132,0.0391,0.1515,8.406772
0.0489,0.0391,0.1124,0.044,0.0929,8.430692
0.0635,0.0391,0.132,0.088,0.0733,8.453572
0.0538,0.1124,0.0733,0.0782,0.1026,8.477492
0.0831,0.1906,0.1417,0.0782,0.2102,8.502452
