Piezo_1_V,Piezo_2_V,Piezo_3_V,Piezo_4_V,Piezo_5_V,Timestamp_s
0.2737,0.0489,0.0635,0.044,0.044,6.586452
0.044,0.0391,0.0293,0.0489,0.0635,6.58794
0.0587,0.0733,0.0733,0.0489,0.0635,6.589284
0.044,0.0587,0.044,0.0733,0.0587,6.59076
0.1124,0.0978,0.2297,0.0587,0.088,6.611732
0.0489,0.044,0.0293,0.0538,0.0587,6.636692
0.0684,0.0635,0.0391,0.0684,0.0635,6.659572
0.0684,0.0733,0.0587,0.0489,0.0733,6.683492
0.0391,0.044,0.0293,0.0489,0.0391,6.708452
0.044,0.0538,0.0733,0.044,0.0489,6.729252
0.0489,0.0538,0.0342,0.044,0.0342,6.752132
0.0684,0.259,0.0635,0.0929,0.0489,6.773972
0.0342,0.0538,0.0391,0.088,0.044,6.798932
0.0587,0.0489,0.0391,0.0538,0.0733,6.820772
0.088,0.0587,0.0391,0.0538,0.0489,6.844692
0.0244,0.0244,0.0733,0.0244,0.0782,6.868612
0.0587,0.0831,0.0391,0.1173,0.0635,6.890452
0.1222,0.0635,0.044,0.0635,0.0929,6.914372
0.0342,0.0489,0.0293,0.0489,0.1222,6.938292
0.0293,0.0782,0.0782,0.0391,0.088,6.961172
0.132,0.0489,0.0587,0.0342,0.0391,6.984052
0.0538,0.0489,0.0391,0.0391,0.044,7.006932
0.0391,0.0391,0.0538,0.0391,0.0635,7.028772
0.0929,0.0587,0.0391,0.0489,0.0538,7.050612
0.0489,0.0635,0.044,0.0391,0.0587,7.074532
0.0587,0.0489,0.0391,0.0684,0.044,7.097412
0.0587,0.0587,0.0293,0.1124,0.0538,7.120292
0.0391,0.088,0.1026,0.1026,0.088,7.144212
0.1026,0.132,0.044,0.088,0.0391,7.168132
0.0684,0.0391,0.0587,0.0831,0.044,7.191012
0.0733,0.0391,0.044,0.044,0.0929,7.213892
0.1075,0.044,0.1613,0.0391,0.1271,7.235732
0.0684,0.044,0.0538,0.0391,0.0391,7.258612
0.044,0.0929,0.0538,0.0391,0.1173,7.280452
0.0733,0.0635,0.1124,0.0733,0.0489,7.303332
0.088,0.0831,0.1075,0.044,0.0293,7.328292
0.0684,0.0978,0.088,0.0831,0.0293,7.351172
0.0929,0.0831,0.044,0.0293,0.0587,7.375092
0.0733,0.0244,0.0489,0.0391,0.044,7.397972
0.0538,0.0342,0.0391,0.0538,0.044,7.419812
0.0391,0.0391,0.044,0.0293,0.0538,7.441652
0.0489,0.0978,0.0196,0.1271,0.1124,7.462452
0.0538,0.0538,0.0244,0.0293,0.0293,7.486372
0.0587,0.0538,0.0391,0.0391,0.0538,7.508212
0.1026,0.1222,0.0489,0.0293,0.0733,7.531092
0.0782,0.1124,0.0635,0.0391,0.1173,7.555012
0.1955,0.1124,0.0489,0.0587,0.0587,7.578932
0.0978,0.2102,0.132,0.0782,0.132,7.603892
0.0196,0.0978,0.1124,0.1026,0.0733,7.628852
0.1515,0.0733,0.0635,0.1124,0.0635,7.652772
0.0293,0.0782,0.088,0.0684,0.0538,7.677732
0.0587,0.0391,0.0635,0.0293,0.0391,7.701652
0.0489,0.0489,0.0391,0.044,0.044,7.723492
0.0733,0.0635,0.0587,0.0684,0.1124,7.745332
0.044,0.088,0.0391,0.0489,0.0244,7.770292
0.0978,0.0391,0.0293,0.0391,0.1075,7.792132
0.1124,0.0929,0.0733,0.0831,0.0635,7.813972
0.044,0.0635,0.088,0.088,0.1613,7.838932
0.0978,0.1173,0.1906,0.0538,0.1515,7.862852
0.0782,0.1515,0.1515,0.0587,0.1857,7.887812
0.1222,0.044,0.0733,0.1026,0.0342,7.912772
0.0293,0.0587,0.1711,0.0587,0.132,7.935652
0.0684,0.0929,0.0782,0.0978,0.1173,7.959572
0.0391,0.0538,0.0489,0.0293,0.0391,7.984532
0.0293,0.0391,0.1124,0.0538,0.0635,8.006372
0.0929,0.0342,0.0929,0.0391,0.0489,8.029252
0.0489,0.0342,0.0635,0.0635,0.0587,8.052132
0.0391,0.0489,0.088,0.0391,0.0587,8.076052
0.0587,0.088,0.1075,0.0831,0.0733,8.098932
0.0538,0.0391,0.0635,0.0587,0.0587,8.123892
