Piezo_1_V,Piezo_2_V,Piezo_3_V,Piezo_4_V,Piezo_5_V,Timestamp_s
0.2786,0.0244,0.0244,0.0293,0.0293,6.586452
0.0244,0.0244,0.0244,0.0244,0.0244,6.587828
0.0244,0.0342,0.0293,0.0244,0.0293,6.589072
0.0293,0.0244,0.0244,0.0244,0.0244,6.5903
0.0244,0.0244,0.0293,0.0293,0.0342,6.59924
0.0293,0.0342,0.0244,0.0293,0.0293,6.619
0.044,0.0244,0.0342,0.0293,0.0293,6.63876
0.0244,0.0244,0.0293,0.0293,0.0342,6.65852
0.0391,0.0293,0.0391,0.0293,0.0244,6.67828
0.044,0.0342,0.0293,0.0293,0.0342,6.69804
0.0391,0.0391,0.0342,0.0391,0.0293,6.7178
0.044,0.0342,0.0342,0.0342,0.0244,6.73756
0.0293,0.0391,0.0244,0.0342,0.0391,6.75732
0.0244,0.0342,0.0342,0.0489,0.0244,6.77708
0.0244,0.0244,0.0293,0.0244,0.0244,6.79788
0.0293,0.0293,0.0244,0.0196,0.0244,6.81764
0.0342,0.0391,0.0342,0.0244,0.0244,6.8374
0.0244,0.0293,0.0293,0.0293,0.0293,6.85716
0.0342,0.0293,0.0196,0.0244,0.0244,6.87692
0.0293,0.0293,0.0244,0.0244,0.0244,6.89668
0.0244,0.0244,0.0293,0.0244,0.0244,6.91644
0.0538,0.0538,0.0293,0.0196,0.0244,6.9362
0.0342,0.0244,0.0196,0.0293,0.0196,6.95804
0.0342,0.0293,0.0293,0.0293,0.0391,6.9778
0.0391,0.0342,0.0196,0.0342,0.0244,6.99756
0.0244,0.044,0.0293,0.0244,0.0342,7.01732
0.0293,0.0342,0.0293,0.044,0.0391,7.03708
0.0293,0.0293,0.044,0.0196,0.0489,7.05684
0.0342,0.0342,0.0342,0.0293,0.0489,7.07764
0.0244,0.0293,0.0342,0.0293,0.0391,7.09844
0.0391,0.044,0.0293,0.0244,0.0342,7.1182
0.0342,0.0244,0.0293,0.0293,0.0244,7.13796
0.0342,0.0244,0.0244,0.0244,0.0293,7.15772
0.0244,0.0293,0.0244,0.0293,0.0293,7.17748
0.0244,0.0293,0.0391,0.0293,0.0196,7.19724
0.0244,0.0244,0.0293,0.0244,0.0293,7.217
0.0342,0.0244,0.0293,0.0244,0.0293,7.23676
0.0244,0.0244,0.0244,0.0244,0.0196,7.25652
0.0391,0.0342,0.0391,0.0244,0.0293,7.27628
0.0244,0.0196,0.0342,0.0244,0.0293,7.29604
0.0293,0.0293,0.0244,0.0244,0.0293,7.3158
0.0244,0.0244,0.0293,0.0391,0.0244,7.33556
0.0342,0.0391,0.0391,0.0244,0.0244,7.35532
0.0244,0.0293,0.0244,0.0293,0.0244,7.37508
0.0391,0.0196,0.0293,0.0342,0.0293,7.39484
0.0538,0.0391,0.0342,0.0293,0.0342,7.4146
0.044,0.0342,0.0293,0.0293,0.044,7.4354
0.0342,0.0244,0.0342,0.044,0.0342,7.45516
0.0489,0.0293,0.0244,0.044,0.0342,7.47492
0.0244,0.0244,0.0244,0.0342,0.0293,7.49572
0.0293,0.0342,0.0293,0.0244,0.0293,7.51548
0.0293,0.0293,0.0293,0.0293,0.0342,7.53524
0.0342,0.0244,0.0293,0.0244,0.0196,7.555
0.0244,0.0342,0.0244,0.0293,0.0244,7.57476
0.0244,0.0244,0.0244,0.0196,0.0244,7.59452
0.0244,0.0244,0.044,0.0244,0.0391,7.61428
0.044,0.0244,0.0244,0.0244,0.0342,7.63404
0.0196,0.0342,0.0293,0.0342,0.0293,7.6538
0.0293,0.0293,0.0293,0.0293,0.0293,7.67356
0.0293,0.0244,0.0244,0.0293,0.0293,7.693328
0.0342,0.0342,0.0489,0.0196,0.044,7.71308
0.0244,0.0489,0.0391,0.0587,0.0293,7.73388
0.0244,0.0342,0.0244,0.0391,0.044,7.75572
0.0391,0.0342,0.0342,0.0391,0.0342,7.77548
0.0293,0.0391,0.0293,0.0293,0.0244,7.79524
0.0342,0.0391,0.0293,0.0293,0.0244,7.815
0.0244,0.0293,0.0244,0.0196,0.0244,7.83476
0.0293,0.0244,0.0244,0.0244,0.0391,7.85452
0.0293,0.0293,0.0293,0.0293,0.0342,7.87428
0.0342,0.0244,0.0293,0.0391,0.0293,7.89404
0.0244,0.0293,0.0244,0.0293,0.0244,7.9138
0.0293,0.0342,0.0196,0.0244,0.0244,7.93356
0.0293,0.0244,0.0342,0.0342,0.0293,7.95332
0.0293,0.0391,0.0342,0.0293,0.0244,7.97308
0.0293,0.0293,0.0244,0.0342,0.0196,7.99284
0.0293,0.0293,0.0244,0.0293,0.044,8.0126
0.0293,0.0293,0.0293,0.0293,0.0293,8.03236
0.0391,0.0293,0.0489,0.0391,0.0293,8.05212
0.044,0.0391,0.0342,0.044,0.0244,8.07292
0.044,0.0293,0.0293,0.0391,0.0293,8.092688
0.0489,0.0391,0.0244,0.0391,0.0489,8.11244
0.0293,0.0244,0.0342,0.0293,0.044,8.13428
0.0391,0.0293,0.0293,0.0342,0.044,8.15404
0.0342,0.0244,0.0342,0.0196,0.0293,8.1738
0.0342,0.0293,0.0293,0.0293,0.0196,8.19356
0.0293,0.0342,0.0391,0.044,0.0342,8.21332
0.0244,0.0293,0.0244,0.0293,0.0293,8.23308
0.0244,0.0293,0.0244,0.0293,0.0244,8.25284
0.0244,0.0244,0.0293,0.0244,0.0244,8.2726
0.0342,0.0244,0.0538,0.044,0.0587,8.292368
0.0244,0.0293,0.0391,0.0342,0.0293,8.3142
0.0244,0.0244,0.0293,0.0293,0.0293,8.33396
0.044,0.0489,0.0244,0.0244,0.0342,8.35372
0.0293,0.0196,0.0342,0.0293,0.0342,8.37452
0.0391,0.0293,0.0293,0.044,0.044,8.39428
0.0293,0.0293,0.0293,0.044,0.044,8.41404
0.044,0.0342,0.0391,0.0391,0.0489,8.4338
0.0538,0.0342,0.0391,0.0391,0.0391,8.4546
0.0684,0.044,0.0342,0.0391,0.0293,8.4754
0.0293,0.0293,0.0293,0.0489,0.0342,8.4962
0.0391,0.0391,0.044,0.0293,0.0293,8.517
0.0293,0.0244,0.0293,0.0342,0.0293,8.53676
0.0293,0.0244,0.0293,0.0244,0.0293,8.55652
0.0293,0.0391,0.0244,0.0342,0.0293,8.57628
0.0244,0.0196,0.0293,0.0342,0.0342,8.59604
0.0196,0.0293,0.0293,0.0244,0.0293,8.6158
0.0244,0.0244,0.0244,0.0244,0.0244,8.63556
0.0293,0.0196,0.0244,0.0244,0.0293,8.65532
0.0293,0.0391,0.0244,0.0391,0.0293,8.67508
