Piezo_1_V,Piezo_2_V,Piezo_3_V,Piezo_4_V,Piezo_5_V,Timestamp_s
0.2542,0.0196,0.0244,0.0244,0.0196,6.586452
0.0293,0.0244,0.0196,0.0244,0.0391,6.587836
0.0342,0.0342,0.0196,0.0342,0.0391,6.58908
0.0293,0.0293,0.0244,0.0196,0.0244,6.590308
0.0489,0.0293,0.0196,0.0342,0.0244,6.599252
0.0244,0.0196,0.0244,0.0342,0.0196,6.620052
0.0293,0.044,0.0342,0.0196,0.0782,6.639812
0.0293,0.0342,0.0342,0.0244,0.0293,6.660612
0.0538,0.0342,0.0244,0.044,0.0733,6.680372
0.0244,0.0538,0.0293,0.0244,0.044,6.702212
0.0391,0.0293,0.0293,0.0342,0.044,6.723012
0.0391,0.0293,0.0342,0.0244,0.0244,6.742772
0.0293,0.0244,0.0244,0.0342,0.0196,6.762532
0.0196,0.0196,0.0244,0.0244,0.0342,6.782292
0.0244,0.0293,0.0342,0.0342,0.0293,6.802052
0.044,0.0196,0.0489,0.0538,0.044,6.821812
0.0293,0.0538,0.0489,0.044,0.0244,6.843652
0.0342,0.0342,0.0244,0.0293,0.0293,6.865492
0.0489,0.0635,0.0293,0.044,0.0342,6.885252
0.0342,0.0244,0.0293,0.0244,0.0244,6.907092
0.0196,0.0293,0.0293,0.0244,0.0391,6.926852
0.0293,0.0196,0.0342,0.0196,0.0244,6.946612
0.0293,0.0196,0.0244,0.0293,0.0293,6.966372
0.0147,0.0196,0.0342,0.0293,0.0733,6.986132
0.0293,0.044,0.0293,0.0391,0.0342,7.006932
0.0391,0.0538,0.0293,0.0293,0.044,7.0267
0.044,0.0538,0.0684,0.0587,0.0635,7.047492
0.0293,0.0342,0.0391,0.044,0.0244,7.071412
0.0391,0.0244,0.0196,0.0489,0.0196,7.091172
0.0342,0.0196,0.0293,0.0244,0.0196,7.111972
0.0196,0.0244,0.0293,0.0244,0.0244,7.131732
0.0244,0.0391,0.0391,0.0684,0.0635,7.151492
0.0293,0.044,0.0244,0.0244,0.0293,7.173332
0.0391,0.0196,0.0342,0.0244,0.0244,7.193092
0.0244,0.0196,0.0293,0.0342,0.0293,7.212852
0.0342,0.0342,0.0293,0.0587,0.0391,7.232612
0.044,0.0293,0.0635,0.0538,0.044,7.253412
0.0244,0.0293,0.0342,0.0342,0.0293,7.275252
0.0391,0.0489,0.0733,0.0342,0.0391,7.295012
0.0587,0.0293,0.0244,0.0342,0.0293,7.316852
0.0391,0.0196,0.0342,0.0244,0.0587,7.337652
0.0196,0.0929,0.0342,0.0293,0.0342,7.358452
0.0538,0.0196,0.0196,0.0684,0.0733,7.379252
0.044,0.0244,0.0293,0.0293,0.0244,7.402132
0.0293,0.0244,0.0293,0.0244,0.0293,7.421892
0.0196,0.0293,0.0196,0.0342,0.0196,7.441652
0.0342,0.0244,0.0342,0.0244,0.0342,7.461412
0.0342,0.0342,0.0244,0.0342,0.0391,7.481172
0.0244,0.0244,0.0244,0.0244,0.0293,7.500932
0.0342,0.0293,0.0342,0.0196,0.0293,7.520692
0.0342,0.0538,0.0196,0.0244,0.044,7.540452
0.0391,0.0196,0.0342,0.0538,0.0391,7.561252
0.0342,0.0342,0.0342,0.0342,0.0293,7.582052
0.0196,0.0196,0.0196,0.044,0.0342,7.601812
0.0244,0.044,0.0244,0.0293,0.0244,7.621572
0.0293,0.0244,0.0342,0.0293,0.0244,7.641332
0.044,0.044,0.0489,0.044,0.0342,7.661092
0.0733,0.0538,0.0635,0.1026,0.0684,7.681892
0.0733,0.044,0.0391,0.0733,0.0098,7.706852
0.0391,0.0244,0.0733,0.0635,0.0293,7.728692
0.0293,0.0196,0.044,0.0489,0.0098,7.750532
0.0244,0.0391,0.0196,0.044,0.0342,7.771332
0.0293,0.0244,0.0293,0.0244,0.0244,7.791092
0.0342,0.0244,0.0293,0.0293,0.0244,7.810852
0.0391,0.0244,0.0293,0.0196,0.0196,7.830612
0.0244,0.0196,0.0293,0.0244,0.0244,7.850372
0.0489,0.0293,0.0196,0.0293,0.0293,7.870132
0.0244,0.0293,0.0196,0.0196,0.0342,7.890932
0.0293,0.0342,0.0244,0.0196,0.0293,7.910692
0.0391,0.0342,0.0196,0.0391,0.0342,7.930452
0.0244,0.0293,0.0293,0.0293,0.0196,7.950212
0.0293,0.0293,0.0293,0.0391,0.0342,7.969972
0.0293,0.0391,0.0391,0.0342,0.0196,7.989732
0.0293,0.0244,0.0244,0.0244,0.0196,8.009492
0.0489,0.044,0.0733,0.0587,0.0244,8.029252
0.0587,0.1026,0.0293,0.0244,0.0635,8.052132
0.0733,0.0391,0.044,0.0684,0.0391,8.075012
0.0684,0.0733,0.0635,0.0391,0.044,8.096852
0.0391,0.0244,0.0342,0.0538,0.0391,8.119732
0.0244,0.0391,0.0293,0.0293,0.0196,8.140532
0.0244,0.0244,0.0293,0.0196,0.0342,8.160292
0.0342,0.0342,0.0244,0.0244,0.0196,8.180052
0.0244,0.0244,0.0342,0.0244,0.0196,8.199812
0.0342,0.0342,0.0293,0.0342,0.0244,8.219572
0.0293,0.0293,0.0244,0.0293,0.0293,8.239332
0.0244,0.0244,0.0342,0.0196,0.0342,8.259092
0.0293,0.0391,0.0342,0.0196,0.044,8.278852
0.0244,0.0293,0.0293,0.0293,0.0244,8.298612
0.0293,0.0244,0.0244,0.0196,0.0244,8.318372
