Piezo_1_V,Piezo_2_V,Piezo_3_V,Piezo_4_V,Piezo_5_V,Timestamp_s
0.3763,0.1026,0.0391,0.0978,0.1173,6.58646
0.0831,0.1026,0.044,0.0782,0.1173,6.587984
0.0684,0.0684,0.0978,0.1075,0.1075,6.5894
0.0733,0.0733,0.0587,0.0489,0.0587,6.591988
0.0635,0.0733,0.1026,0.0733,0.0538,6.616948
0.0587,0.0635,0.0489,0.044,0.0635,6.641908
0.0391,0.0489,0.0782,0.0684,0.0587,6.665828
0.0391,0.0635,0.0587,0.044,0.0538,6.689748
0.0733,0.0684,0.0538,0.0538,0.0538,6.712628
0.0782,0.0733,0.0733,0.0391,0.0538,6.737588
0.0489,0.0489,0.0831,0.0587,0.0538,6.761508
0.044,0.0635,0.0635,0.0587,0.0538,6.786468
0.0489,0.0733,0.0635,0.088,0.0538,6.810388
0.0733,0.0391,0.0782,0.0978,0.1026,6.835348
0.0587,0.044,0.1026,0.0782,0.0489,6.859268
0.0587,0.0733,0.088,0.1564,0.0929,6.883188
0.0782,0.0684,0.0733,0.0635,0.0538,6.908148
0.0489,0.0489,0.0684,0.0391,0.0635,6.933108
0.0489,0.0391,0.0391,0.0635,0.0782,6.957028
0.0538,0.0489,0.0391,0.0489,0.044,6.979908
0.0733,0.0538,0.0489,0.044,0.044,7.002788
0.044,0.044,0.0489,0.0489,0.0538,7.025672
0.044,0.044,0.0538,0.0538,0.0489,7.048548
0.044,0.0635,0.044,0.0587,0.044,7.071428
0.044,0.0538,0.0587,0.0489,0.0538,7.093268
0.0489,0.044,0.0538,0.0391,0.0489,7.117188
0.0538,0.0635,0.0538,0.0587,0.0587,7.140068
0.0684,0.044,0.044,0.044,0.0391,7.165028
0.0587,0.0587,0.044,0.0538,0.0831,7.185828
0.0538,0.044,0.0733,0.0538,0.0538,7.209748
0.0587,0.0587,0.0684,0.0635,0.0635,7.233668
0.0635,0.0587,0.0929,0.0489,0.0733,7.258628
0.044,0.0635,0.0684,0.0733,0.0391,7.283588
0.0489,0.1173,0.1075,0.0831,0.0489,7.306468
0.044,0.0538,0.0587,0.0587,0.0684,7.331428
0.0782,0.044,0.0684,0.0684,0.0538,7.355348
0.0684,0.0489,0.0489,0.0489,0.0538,7.379268
0.044,0.0489,0.044,0.0489,0.044,7.404228
