Piezo_1_V,Piezo_2_V,Piezo_3_V,Piezo_4_V,Piezo_5_V,Timestamp_s
0.3079,0.0733,0.0489,0.0782,0.0929,6.58646
0.0587,0.0831,0.0733,0.0587,0.0831,6.588032
0.0587,0.0782,0.0684,0.1026,0.0782,6.589512
0.0538,0.1075,0.044,0.0489,0.1026,6.594068
0.1075,0.1222,0.1417,0.0635,0.0635,6.617988
0.0635,0.0538,0.0489,0.0489,0.0391,6.642948
0.0733,0.044,0.044,0.044,0.0538,6.666868
0.0489,0.044,0.0538,0.044,0.044,6.688708
0.044,0.0391,0.044,0.044,0.0489,6.710548
0.0489,0.044,0.0538,0.044,0.0538,6.731348
0.0538,0.0489,0.044,0.044,0.0489,6.754228
0.1222,0.1124,0.0782,0.044,0.0391,6.777108
0.0587,0.0489,0.0293,0.0489,0.0489,6.799988
0.0733,0.0538,0.0489,0.0635,0.0587,6.823908
0.1124,0.0733,0.1222,0.0538,0.0782,6.848868
0.0587,0.1124,0.1711,0.1026,0.0929,6.873828
0.0782,0.0391,0.1124,0.1222,0.132,6.898788
0.0684,0.1075,0.1124,0.088,0.0391,6.922708
0.2004,0.0293,0.2102,0.1271,0.1026,6.946628
0.0587,0.0929,0.088,0.132,0.0391,6.970548
0.0831,0.0635,0.0489,0.0587,0.0684,6.994468
0.0831,0.0684,0.0489,0.0489,0.0489,7.019428
0.0782,0.0978,0.0733,0.0831,0.0831,7.044388
0.044,0.0538,0.044,0.0538,0.0391,7.069348
0.044,0.044,0.0538,0.044,0.0587,7.091188
0.044,0.044,0.0391,0.0489,0.0391,7.113028
0.0538,0.0489,0.0391,0.044,0.044,7.133828
0.0489,0.0489,0.044,0.0782,0.044,7.155668
0.0538,0.0587,0.0782,0.0782,0.0831,7.178548
0.088,0.0782,0.0635,0.0391,0.0978,7.203508
0.1173,0.2688,0.0929,0.0684,0.1711,7.227428
0.1711,0.1417,0.0733,0.1222,0.1369,7.252388
0.0587,0.1417,0.0489,0.1466,0.0831,7.277348
0.0929,0.0733,0.0635,0.0684,0.0733,7.302308
0.0587,0.0587,0.0733,0.0489,0.1222,7.327268
0.088,0.0391,0.0929,0.0538,0.0391,7.352228
0.0538,0.0831,0.044,0.0635,0.0635,7.375108
0.0587,0.044,0.044,0.044,0.044,7.399028
0.044,0.0587,0.0538,0.044,0.0538,7.419828
0.0733,0.044,0.044,0.0391,0.044,7.442708
0.1906,0.2102,0.1613,0.0684,0.044,7.463508
0.0587,0.0538,0.0489,0.1075,0.0489,7.487428
0.1515,0.0635,0.0391,0.1075,0.0293,7.512388
0.0831,0.044,0.0684,0.044,0.0587,7.535268
0.0635,0.0831,0.0391,0.088,0.0929,7.558152
0.1515,0.1906,0.0831,0.088,0.132,7.582068
0.0635,0.1075,0.1369,0.0929,0.0587,7.607028
0.1662,0.0587,0.1417,0.132,0.1417,7.631988
0.1173,0.0831,0.1173,0.0831,0.0978,7.656948
0.0978,0.1124,0.1075,0.0489,0.1075,7.681908
0.044,0.0489,0.0489,0.044,0.0391,7.706868
0.0587,0.1124,0.044,0.0929,0.0929,7.728708
0.0391,0.044,0.0635,0.0684,0.0635,7.752628
0.0587,0.0538,0.0684,0.0733,0.0391,7.775508
0.0831,0.0929,0.0538,0.0831,0.0929,7.799428
0.088,0.0635,0.0489,0.0929,0.0635,7.824392
0.044,0.0391,0.0538,0.132,0.2102,7.849348
0.1271,0.1124,0.0587,0.0831,0.0782,7.872228
0.1271,0.044,0.0978,0.0684,0.1173,7.897188
0.0782,0.2004,0.0538,0.0391,0.0782,7.921108
0.1515,0.0587,0.1515,0.0635,0.0978,7.945028
0.0391,0.044,0.1124,0.1906,0.0684,7.969988
0.0929,0.1124,0.0635,0.0684,0.0489,7.992868
0.0978,0.0929,0.1369,0.0684,0.1124,8.017828
0.0684,0.0733,0.0635,0.0684,0.0538,8.042788
0.0538,0.0587,0.044,0.0538,0.0733,8.067748
0.0782,0.0538,0.0635,0.0489,0.0684,8.091668
0.0538,0.0733,0.0587,0.0489,0.0684,8.116628
0.0489,0.044,0.0635,0.044,0.0391,8.141588
0.2102,0.0978,0.0538,0.044,0.0635,8.163428
0.0782,0.044,0.0489,0.088,0.0733,8.187348
0.088,0.0831,0.044,0.0635,0.0391,8.211268
0.044,0.0293,0.088,0.0733,0.0391,8.234148
0.0684,0.1515,0.0782,0.0587,0.0538,8.255988
0.1515,0.0635,0.0782,0.1711,0.0489,8.280948
