Timestamp_s,Piezo_1_V,Piezo_2_V,Piezo_3_V,Piezo_4_V,Piezo_5_V
6.586452,0.0010669458636233023,0.000273706838655797,-5.935504360141068e-05,0.0004499328725958057,-0.0009605044216673405
6.58794,-0.054494667774830655,-0.012064303955300464,-0.00981751888309055,-0.0038829347335587153,0.01015770569930736
6.589268,-0.10326945034537427,-0.023198993221594078,-0.018184851868365645,-0.007618196136698567,0.01989613571745863
6.590556,-0.1397228933458438,-0.03210001558783385,-0.024032623528999517,-0.010287118691734695,0.027110359099135305
6.604452,-0.1605429237514335,-0.03807319383689565,-0.026740649923783198,-0.011640003405971685,0.0310969595397553
6.625252,-0.1650586257441412,-0.040835166447732434,-0.026292893473857076,-0.011677896699669352,0.031686570364330556
6.645012,-0.1550746373374038,-0.040505022175383744,-0.023228214137835684,-0.010621794240485732,0.029227586639009522
6.664772,-0.1342262099008488,-0.03752557134635948,-0.01846759042978748,-0.008834261077656318,0.024475278325540053
6.685572,-0.1070640479800583,-0.03254207696619163,-0.013070136270778486,-0.006718994442898758,0.018419394787050864
6.705332,-0.07811089624699807,-0.02627168635212556,-0.00798545055310407,-0.004625621795342299,0.012089574302615974
6.725092,-0.05109722004296886,-0.01939271929916942,-0.0038658672155843427,-0.0027823846661465387,0.006375675477475344
6.745892,-0.028502467839563877,-0.012472408574653685,-0.000980824172652861,-0.0012707757434909624,0.0018940299014709387
6.765652,-0.011432373978415275,-0.005938851467854686,0.0007566979202218173,-4.485369396086622e-05,-0.0010788823324893698
6.786452,0.00021877855456127213,-9.105333741175957e-05,0.0016751297308015129,0.0010142395398831652,-0.0025976311349093545
6.806212,0.00742098788081733,0.004868426817667765,0.0021877949710913044,0.00202763332218987,-0.0029727173945251354
6.825972,0.011589316944223778,0.008798927540088704,0.0026482098810097425,0.0030549476913273644,-0.00265313358390033
6.845732,0.014189385017679032,0.011603844501273112,0.0032583713574290433,0.004057578401464958,-0.002099806765764017
6.867572,0.01643234910541084,0.013237096051819237,0.004046963606225024,0.004900684556848331,-0.0016826786702217507
6.888372,0.01909024121509785,0.013725925064784868,0.004907772350577686,0.005393373770102532,-0.0016236690853717996
6.910212,0.02243581991573312,0.013191192242917218,0.0056693096873941225,0.005353932365695177,-0.0019911055650622396
6.929972,0.026292833828840324,0.011847135503648687,0.006161745285098808,0.004677778017085657,-0.0027345366664948165
6.949732,0.03016948095588586,0.009974023927646848,0.006257993432689084,0.0033843357604317567,-0.0037379385340152466
6.969492,0.03343817966070522,0.007871257172465862,0.005885419556742934,0.001627026441798642,-0.004867905034111064
6.989252,0.03552005889328683,0.005807110900648576,0.005021128092824405,-0.0003353907704029291,-0.006001389008315188
7.009012,0.03603497504138991,0.0039816474694924974,0.003688384045347272,-0.0021948732624836533,-0.007030383179533935
7.028772,0.034888101864919085,0.002513240300707655,0.0019643767755933373,-0.003659832544280732,-0.007852057573820194
7.048532,0.03228075344504578,0.0014499465595645973,-3.1765142686334317e-06,-0.0045134683283128,-0.008357742265081972
7.068292,0.028652041144277576,0.0007976255012393018,-0.00198355353887195,-0.004652619181966261,-0.008432257216072414
7.088052,0.024573516221210817,0.0005504277823605388,-0.003670980506234395,-0.004101492184911582,-0.007968836786596796
7.107812,0.02062631408773837,0.0007088550268929243,-0.004724338101856064,-0.0030004070502304132,-0.006897120067967062
7.127572,0.01728844496146466,0.0012765358562235253,-0.004838293698298785,-0.0015736708448082098,-0.005214865940927827
7.147332,0.014852083760747467,0.0022367307464967283,-0.0038310556805878845,-8.309497356255043e-05,-0.0030107584135352465
7.167092,0.013381868829644157,0.0035193078967050533,-0.0017223576597241576,0.0012244868864026042,-0.00046774620433577286
7.186852,0.012718006873068477,0.004974835570798211,0.0012276693324503412,0.0021656229228807175,0.002156734375041562
7.207652,0.012522036557064003,0.006372206334017943,0.004539862592326556,0.0026538642104548143,0.004568907628618508
7.227412,0.012357070965896921,0.00742908062684357,0.00760156529568131,0.0027099435371091747,0.006484967963629612
7.247172,0.01178778928601235,0.007871826955550177,0.009799507350443971,0.002445328130829639,0.007675080358419819
7.269012,0.01047943404572028,0.007508090454615687,0.01066544210840824,0.0020237666728766496,0.007997528370293787
7.288772,0.008272250122835159,0.00628696056491822,0.009991895340241913,0.001612622411567951,0.0074179047278103314
7.311652,0.005211561973558787,0.004323340062391054,0.007881896273882994,0.0013388639333606785,0.006009667382004542
7.331412,0.001525244037041157,0.0018747124982565072,0.004717126628295263,0.001261928128940724,0.003935288216661102
7.351172,-0.0024437783992456046,-0.0007240260162479306,0.001056030571439563,0.0013688167655369248,0.0014125099578250228
7.371972,-0.006328768407544029,-0.003145960573687685,-0.00250427276560211,0.0015893294841826,-0.0013245591491838989
7.391732,-0.009826729670017997,-0.0051487064464571285,-0.005459934338134312,0.0018241985359414284,-0.004057783657977401
7.411492,-0.012757259399619312,-0.0066172311872908325,-0.007490925983240272,0.001976744881049312,-0.0066014780418507234
7.431252,-0.015077555486989651,-0.007561246863018307,-0.008492253329715607,0.0019789136307128276,-0.008799751568872572
7.451012,-0.016853174377739824,-0.008072118161882608,-0.008547421135976325,0.0018048703420230838,-0.010509074440856015
7.470772,-0.018198856512844162,-0.0082583806170996,-0.00786140043247047,0.0014695112888554209,-0.011577218994899224
7.490532,-0.01921244542243694,-0.00818586335678562,-0.006678943956306369,0.0010142136826161174,-0.011833174317984578
7.510292,-0.019924390651526205,-0.007845832544613235,-0.005214346226799147,0.00048641327158583227,-0.011100439890847838
7.530052,-0.02027726052419625,-0.007163417728874561,-0.003611325645623265,-7.830073502183901e-05,-0.009237541455404785
7.549812,-0.020139089709533153,-0.006042817768533585,-0.0019397528534878252,-0.0006641056021244321,-0.006197297232023689
7.569572,-0.019345558278990156,-0.004431423745764933,-0.0002237292448027219,-0.0012699527643080487,-0.0020858203791330925
7.589332,-0.017759900545021256,-0.0023775854151329343,0.0015136477260534616,-0.0018947308232385007,0.0028015251752614607
7.609092,-0.01533499624941897,-5.858196287233923e-05,0.0032077684092361534,-0.002520268900330895,0.007985490778938358
7.629892,-0.012159584015909183,0.0022349657515864712,0.00472967376456576,-0.003100936942775807,0.012857016256980046
7.649652,-0.008472303760042443,0.004157746409840478,0.005893328955175402,-0.003565724752945416,0.01677363259781207
7.669412,-0.004634928887308457,0.005395893913625944,0.006493052762700038,-0.003833376350852001,0.019178866509746744
7.691252,-0.0010680973790932191,0.005753537903208701,0.006360536545808712,-0.0038358378296360933,0.019716535431545286
7.714132,0.0018352693080029533,0.005209734329541888,0.005422743013715172,-0.0035419399606296414,0.018310229595248383
7.735972,0.003796531782301103,0.003924543500159854,0.0037389759705124823,-0.0029729795632710636,0.015185440810105975
7.756772,0.004715306270808644,0.002191524186154489,0.0015008778763567197,-0.0022047246633907468,0.01082600224825422
7.778612,0.004693742940535903,0.00035385359521353715,-0.001006682832385342,-0.0013549860208385749,0.005873565887889444
